appid,name,description,price,release_date,developer,publisher,tags
1424600,Verne: The Shape of Fantasy,"Become Jules Verne and adventure into the dangers that hide in Hemera, a fantastic parallel world built from his own imagination. Explore, solve puzzles and unlock the most coveted secret of the mighty Atlantis.",₹ 414,"14 Aug, 2023",Gametopia,Assemble Entertainment,"Adventure, Indie"
1424610,自西徂东,A text novel game based on the historical facts of the 19th century Just click the mouse Rich story and extended collection system,N/A,"28 Oct, 2020",为了共和开发团队,为了共和发行团队,"Casual, RPG"
1424630,CosmoDreamer,"From the popular free game &quot;Outside&quot; comes a dreamy and cute barrage shmups. The visuals are colorful, cute and fantastic, and the game features active gameplay.",₹ 400,"2 Oct, 2020",あうとさいど,あうとさいど,Action
1424640,余烬,"&quot;Ashes of war&quot; is an anti war theme adventure decryption game, the story takes place in the western region during the Anti Japanese war. In the game, the player will control the strong and brave brothers and sisters.",₹ 165,"3 Oct, 2020",宁夏华夏西部影视城有限公司,宁夏华夏西部影视城有限公司,"Adventure, Casual, Indie, RPG"
1424650,Flicker,"Flicker is a rhythmical Jump-and-avoid game. eat yellow squares(like pack-man!), and avoid other squares.",₹ 52,"16 Sep, 2020",Dano Sato,RealMono Inc.,"Action, Casual, Indie"
1424660,9-nine-:Episode 4,"Kakeru and his friends uncover the identity of the mastermind behind the incidents in Shiromitsugawa as the story shifts to focus on Noa Yuuki, a girl with a strong sense of justice. What secrets will they uncover about the Artifacts and the bonds that ties them all together?",₹ 880,"19 Mar, 2021",PALETTE,Sekai Project,Casual
1424690,Hatchwell,"A series of disruptive events cause uneasiness among the people. The mayor needs your help to investigate different parts of Hatchwell and figure out what's causing these events, which seem to worsen as the day goes by.",₹ 349,"12 May, 2022",Adrian Corpuz,Adrian Corpuz,"Action, Adventure, Indie, RPG"
1424700,The secret of the stone,The secret of the stone - single-player game in which the player has to find his sister and solve the mystery of a mysterious stone.,₹ 73,"8 Oct, 2020",2S Games,2S Games,Indie
1424710,Geneforge 1 - Mutagen,"Unique, truly open-ended fantasy adventure in a strange, new world. Use battle or cunning to change the world, served by your own army of custom-made mutant monsters. Over 80 zones to explore and 50+ hours of gameplay. Multitudes of skills, abilities, factions, treasures, and servants to create.",₹ 529,"24 Feb, 2021",Spiderweb Software,Spiderweb Software,"Adventure, Indie, RPG, Strategy"
1424770,Aery - Little Bird Adventure,"Aery is a peaceful exploration game from the perspective of a little bird who decided to discover the world. Calm down from the hassle of your daily life, experience the feeling of flying, and immerse yourself into beautiful and atmospheric landscapes.",₹ 259,"16 Oct, 2020",EpiXR Games UG,EpiXR Games UG,"Adventure, Casual, Indie, Simulation"
1424780,My Little Dog Adventure,In My Little Dog Adventure you play as a little dog that discovers the world on its mission to find its way back home. It's a short emotional story-driven exploration game that will keep you interested with an immersive story and lovable characters.,₹ 349,"6 Nov, 2020",EpiXR Games UG,EpiXR Games UG,"Action, Adventure, Casual, Indie, Simulation"
1424790,Aery - Broken Memories,"You are a little bird that flies smoothly through thoughts, fears, and memories of an unknown person. ​Experience the feeling of flying, immerse into beautiful and atmospheric landscapes, and enjoy the unique storytelling of the game while getting attached to the lovely main character.",₹ 459,"13 Nov, 2020",EpiXR Games UG,EpiXR Games UG,"Action, Adventure, Casual, Indie, Simulation"
1424830,泡沫冬景：樱色零落&景色萧然,「那是……距离1988年还要更为遥远的往昔——」 「这是在栞奈与萧然——还未曾相遇前的故事……」,₹ 85,"15 Oct, 2020",Nekoday,Nekoday,"Adventure, Casual, Indie"
1424850,Hentai Vs Orcs,Fight an invasion of Orcs with your weapons and magical abilities.,₹ 42,"11 Nov, 2020",SeedWall,SeedWall,"Action, Adventure, Indie"
1424860,Bish Bash Bots,"Bish Bash Bots is a unique mix of casual tower defense strategy and all-out brawling action. Team up in couch co-op / online play or go it alone and fight to save the world by building upgradable turrets, unlocking gadgets and bashing bots with giant hammers.","₹ 1,665","19 Oct, 2023",CATASTROPHIC_OVERLOAD,Firestoke,"Action, Casual, Strategy"
1424870,Cross Maid,互相认错性别的两人，机缘巧合之下开始同居生活 产生羁绊到互相依恋再到自我怀疑，温馨欢乐的短片小故事,₹ 154,"20 Aug, 2021",双叶小组,双叶小组,"Adventure, Casual, Indie"
1424890,天仙变,天裂妖魔出，众神平息乱。《天仙变》是一款以仙侠题材为背景的经典回合制手游。精美丰富的仙境场景刻画，刺激绚丽的战斗画面，让你身临其境感受神魔斗法的刺激和精彩。经典著名的人物齐聚，一同陪伴你征战仙途，想想就热血沸腾。更有拉风强悍的神仙宠代步，扶摇直上九万里！各路妖神鬼怪层出不穷，为祸苍生，等你征服。快来和我一起斩妖除魔吧！,N/A,"29 Oct, 2020",上海闪速软件发展有限公司,上海闪速软件发展有限公司,"Casual, Free To Play, Massively Multiplayer, RPG"
1424900,Air Attack Prolog,"Take a 5 minute break to de-stress with this high-intensity, ultra simple, retro arcade shooter! Take down airplanes. Dig tunnels. Hide and seek shelter. Try and beat the highscore. That's all. Afterwards, you will go back to your life with renewed energy of body and mind.",N/A,"1 Oct, 2020",Four Pixels Games,Four Pixels Games,"Action, Casual, Indie, Free To Play"
1424910,KEO,KEO is a team-based online multiplayer vehicle combat game set in a sci-fi post-apocalyptic world. Build your loadout to suit your playstyle and balance your team to dominate the battlefield using futuristic remote controlled vehicles!,₹ 349,"9 Dec, 2021",Redcatpig Studio,Redcatpig Studio,"Action, Indie, Racing, Early Access"
1424920,Seek Girl V ：Character voice,This DLC will open the function of character voiceover appreciation in the game.,₹ 26,"11 Dec, 2020",DSGame,DSGame,"Adventure, Casual, Indie, RPG, Strategy"
1424940,Two Point Hospital: SEGA 60th Items,"We’re excited to celebrate 60 years of SEGA’s proud history with these free items, plucked from the annals and gifted to you to spruce up your hospitals.",N/A,"13 Oct, 2020",Two Point Studios,SEGA,"Indie, Simulation"
1424960,Random(platformer),a minimalistic 2D platformer game with randomly generated levels. a level can't be exactly the same twice!,₹ 349,"13 Oct, 2020",remete,remete,"Action, Casual, Indie"
1424980,The Solitaire Conspiracy,"We need your help, Spymaster. Join a world of near-future spies and take on a supervillain in this supercharged take on classic Solitaire. Precision engineered for replayable espionage action.",₹ 399,"6 Oct, 2020",Bithell Games,Bithell Games,"Indie, Strategy"
1425010,ForkJump,"A dark, third-person, open-world exploration game set in a sci-fi environment. Dodge dangers, jumping fork monsters and fork-jump-scares. Master parkour and teleportation to discover secret areas and Forks, delving into the mystery of the Fork obsession and aiming to become the ultimate giga cyborg.",N/A,"2 Aug, 2024",intety,intety,"Adventure, Casual, Indie, Simulation, Free To Play"
1425030,Cyberwinter,"Cyberwinter is an isometric action strategy game. On a distant planet with a harsh climate, you have to fight legions of dangerous monsters for a new home for humanity. Build bases, develop and defend them.",₹ 199,"23 Jun, 2021",Panda Pasha Games,Panda Pasha Games,"Action, Indie, Strategy"
1425040,Chaordic - Nature Wallpaper pack,Warm summer Wallpapers art of Chaordic concept of peace for your desktop.,₹ 85,"19 Sep, 2020",Artepi Corporation,Artepi Corporation,"Action, Adventure, Casual, Indie, RPG, Simulation"
1425050,Erazer - Devise & Destroy,"Erazer is a 2D action shooter with pixel perfect destroyable terrain. Dig, sneak and blow your way through the campaign, create your own maps with the built-in level editor, or play levels created by other players.",₹ 480,"16 Dec, 2021",Creetah Ltd,Creetah Ltd,"Action, Casual, Indie"
1425070,Golden Force,"Golden Force is a retro-style action-platformer where you perform complex combos, slides, and dash attacks. Unlock new areas, collect throwable items, fight underwater, avoid spiky obstacles, and master each stage.",₹ 459,"22 Apr, 2021",Storybird Studio,PixelHeart,"Action, Adventure, Indie"
1425090,EXOTIUM - Episode 1,"In 2082, the human species lives in peace, and its technological and societal evolutions are exponential.",₹ 52,"1 Jan, 2021",ALPHY,ALPHY,Indie
1425110,Space Empires I,Space Empires I is the first chapter of the Space Empires series. A classic galactic conquest and turn-based strategy video game where you are the leader of a race of intelligent beings building large spaceships for interplanetary and interstellar travel through warp points between star systems.,₹ 85,"8 Oct, 2020",Malfador Machinations,Strategy First,Strategy
1425120,Clutter Evolution: Beyond Xtreme,"Clutter Evolution: Beyond Xtreme is the biggest Clutter game yet! You've never seen Clutter this fast and challenging. Solve over 1,700 puzzles and replay your favorites to your heart's content with randomly generated levels and endless possibilities.",₹ 349,"15 Oct, 2020",Puzzles by Joe,Grey Alien Games,"Casual, Indie"
1425130,Forgotten Hill First Steps,"The first three games of the Forgotten Hill series joined together with new contents, new locations, new puzzles and secrets revealed: let's follow Larson's First Steps in Forgotten Hill!",₹ 155,"10 Jun, 2021",FM Studio,FM Studio,"Adventure, Indie"
1425140,Until Last Breath,"The Until Last Breath is a survival action game with multiple guns and character skins. In your dream suddenly you find yourself in a forest, with zombie hordes and they are coming in waves.",₹ 300,"16 Oct, 2020",Mario Murkl,Mario Murkl,"Action, Adventure, Casual, Indie"
1425160,Humans Vs Ghouls,Humans Vs Ghouls is an online top-down shooter following survivors of a ghoul apocalypse that blast foes to live another day.,N/A,Coming soon,CJ Hunter,Dogs Head Studio,"Action, Free To Play, Indie"
1425170,Car Jump,"Reach the finish line with a jumping car, mastering treacherous levels in this platform game.",₹ 52,"7 Oct, 2020",Giulio Scorpiniti,Giulio Scorpiniti,Racing
1425180,Vessels of Decay,"Vessels of Decay is a retro-inspired action-adventure set in post-apocalyptic Scandinavia. You’ll follow siblings Freja and Mud as they navigate an overgrown world, one where monsters of myth and ancient folklore now reign…",N/A,To be announced,Simon Jakobsson,Aurora Punks,"Action, Adventure, RPG"
1425190,Abducted: The Night Hunters,Abducted: The Night Hunters is an Open world Alien invasion survival game where you play as what may be the last human on earth trying to survive the end of times.,₹ 379,"30 Jun, 2021",.Cat,.Cat,"Action, Indie, Simulation, Early Access"
1425220,Farm Mechanic Simulator,A mechanic's life is not a bed of roses. Especially when you repair agricultural machinery that degrades faster than the morals of a country girl who just moved to the big city. With Farm Mechanic Simulator you have the chance to prove that there is no tractor that cannot be resurrected.,N/A,Coming soon,Spirit Games Studio,Spirit Games Studio,"Indie, Simulation"
1425240,Match It!,"Simple but fun... how fast can you clear the dome of blocks! Built for VR-only, and it's a great game for people who don't like a lot of motion. Requires two controllers.",N/A,"20 Oct, 2020",Jesse McCabe,Jesse McCabe,"Casual, Free To Play"
1425250,Gravity Field,"Gravity Field is a spatial-logic puzzle game with time inverted objects, with no top or bottom.",₹ 65,"22 Feb, 2023",Kazakov Studios,Kazakov Studios,Indie
1425260,Chibi Horror: The School,"Chibi Horror: The School is a japanese and anime themed horror game inspired by horror games like Slender, Amnesia, among others.",₹ 42,"27 Jan, 2021",W&H Game Systems,W&H Game Systems,"Adventure, Indie"
1425270,PAGO FOREST: TOWER DEFENSE,"Flora, a former leader of Nova's army, is back in service. Still alive baal the necromancer contaminates the pago lands with his evil power. Flora's mission is to build a large army and recover power artifacts to annihilate her enemies. In her quest she will need you! Are you up to the challenge?",₹ 219,"13 Oct, 2020",Futurtech,Nova's Army,Strategy
1425280,Tantal,Tantal is a fast-paced match 3 platformer with coin collecting.,₹ 480,"22 Oct, 2020",Dnovel,My Way Games,"Action, Adventure, Casual, Indie"
1425300,Factorization,"In Factorization, you must plan and build a factory capable of producing ever more complex resources. You focus on designing optimal production lines while carefully balancing your budget. In the meantime your workers build your designs and carry out the day-to-day tasks in your factory.",₹ 165,"6 Oct, 2020",Celerium Games,Celerium Games,"Indie, Simulation, Strategy, Early Access"
1425330,Eye of the Beholder,"Step into war-torn enemy territory in this immersive VR game experience based on the Oscar-shortlisted documentary MY ENEMY, MY BROTHER (2015). EYE OF THE BEHOLDER is a 20 minute beta experience that subverts the war-game genre as players must choose to combat or collaborate with others.",N/A,"30 Nov, 2020",Reptoid Games,Fathom Film Group,"Adventure, Casual, Indie"
1425350,Botany Manor,"Welcome to Botany Manor, a stately home in 19th century England. You play as inhabitant Arabella Greene, a retired botanist. Explore your house and gardens, filled with research, to figure out the ideal habitat of forgotten flora. Grow each plant to discover the mysterious qualities they hold…",₹ 899,"9 Apr, 2024",Balloon Studios,Whitethorn Games,Adventure
1425360,ARKADIANAX,"Shoot your way through hordes of enemy ships, tanks, mine fields, wind mills, lazer beams, massive boss fights and software bugs, all in a multidimensional shoot em up like never seen before!",N/A,Coming soon,Ale Navarro,Ale Navarro,"Action, Indie"
1425370,Razenroth 2,Razenroth 2 is a dark action game with RPG and roguelike elements. Enter a randomly generated world of nightmares and fight with an army of dangerous monsters.,₹ 250,"6 Aug, 2021",Enitvare,Enitvare,"Action, Indie, RPG"
1425380,10mg :),"Play a series of tiny games based on well-known classics, each with a unique twist and connected to each other. Race cars, hit golf balls, uncover mines, and more in this experimental action/puzzle game.",₹ 125,"15 Oct, 2020",torcado,10mg,"Action, Casual, Indie"
1425390,Eat or DIE!,The idea is simple bigger fish eats smaller fish and survives!,₹ 300,"6 Oct, 2020",The Big Studio,The Big Studio,"Adventure, Casual, Indie, Simulation, Strategy, Early Access"
1425410,Castlehold,"Castlehold is an innovative competitive strategy game, featuring the new Active Resource Control (ARC) System. Build your Army, lead your troops into Battle and see how you stack up against your opponent in fast-paced, strategic combat.",N/A,"3 Mar, 2021",5TH Cell,5TH Cell,"Free To Play, RPG, Strategy, Early Access"
1425450,The Outer Worlds Expansion Pass,"The Outer Worlds Expansion Pass includes two story expansions bundled at a discount. Continue your employment in the Halcyon colony and experience mysterious missions, devious characters, outlandish weapons, and strange worlds to explore! With these savings, only a Deserter would pass this up!","₹ 1,299","23 Oct, 2020",Obsidian Entertainment,Private Division,RPG
1425510,Clown In a House,"A lone clown explores a mysterious home. He meets strange inhabitants on his journey to discover why he exists. Join him, and you may discover a thing or two about yourself.",₹ 299,"20 Jul, 2021",Krispy Animation,Krispy Animation,"Adventure, Casual, Indie, Simulation"
1425520,Cafe Deux Femmes Artbook,"Re-live the romance of &quot;Cafe Deux Femmes&quot; with the Official Art Book, displaying the art featured in this romance dating sim visual novel. Enjoy these HD delights that are perfectly sized for wallpaper use!",₹ 52,"24 Sep, 2020",Double Peach Productions,Little Black Book Entertainment,"Casual, Indie, Simulation"
1425550,Who is the Liar?,"In Who is the Liar you are Wadson, the only and best detective in town!Use your detective nose to solve the troubles that happen at Madmily Mansion parties.Organize the testimonies of the residents, find the liar of each case and beat this crazy family in their fun minigames!",₹ 85,"22 Jul, 2021",ASA Games Studio,ASA Games Studio,"Indie, Strategy"
1425580,Last Soul - Prologue,"Last Soul is a 2d pixel art action platformer with a compelling story about a future where mankind has lost its will. Explore and fight your way through a variety of levels, and take on awesome boss enemies.",N/A,"19 Oct, 2021",Wulum Creative Technology Ltd.,Wulum Creative Technology Ltd.,"Action, Indie"
1425590,HYPER METEOR,YOU ARE LOST IN SPACE! ALL WEAPONS ARE DOWN! Survive by ramming your ship into meteors and hostile forces.,₹ 400,"27 Jul, 2023",Vertex Pop,Vertex Pop,"Action, Indie"
1425620,赤蛮奇的头头大冒险 ~ Sekibanki Head Adventure,本游戏是此幻社开发的一款俯视角lowpoly风格3D弹幕射击游戏，是东方Project的同人二次创作作品，围绕赤蛮奇的头头，展开了一系列解决异变的冒险。游戏的部分元素力求还原原作，同时更多方面进行了创新，欢迎体验。,₹ 259,"26 Mar, 2021",此幻社 ~ TheGensou Studio,此幻社 ~ TheGensou Studio,"Adventure, Casual, Early Access"
1425630,Space Crusaders,"Try to survive the demon onslaught in this fast-paced top-down shooter. Battle oncoming enemies as they try to destroy you, collect their souls to level up your character and weapons. Collect relics and unlock new characters and weapons to become more powerful!",₹ 125,"18 Aug, 2022",AbsurdPoncho,AbsurdPoncho,"Action, Casual, Indie, Early Access"
1425640,Minestrife,"A puzzle game of logic and probability. Identify mines and clear boards across eleven difficulties, the dreaded survival mode, and custom boards of sizes limited only by your computer's memory. Good luck, you'll need it.",₹ 165,"7 Oct, 2020",Tilenauts,Tilenauts,Strategy
1425660,SCP : Forgotten Facility,SCP : Forgotten Facility is a 20th century WW2-Era based horror game revolving around the SCP universe. Play multiplayer with others in a pvp team based game in a fight to flee the facility. Explore over 15 SCP-Objects and 7 playable SCP's.,N/A,Coming soon,Noah Knorr,Noah Knorr,"Action, Adventure, Casual, Free To Play, Indie, Massively Multiplayer, RPG, Early Access"
1425670,Shadow Eclipse,"Shadow Eclipse is an action roguelite dungeon crawler. Build up your mage with diverse spell builds and abilities each run. You can play the game alone, or join 5-player online coop.",₹ 250,"22 Mar, 2024",Shadow Eclipse,Shadow Eclipse,"Action, Indie, RPG, Early Access"
1425690,Eden's Lair,Fight a variety of enemies inside intense high action arenas.,₹ 199,"9 Oct, 2020",Hallowed-Gin,Hallowed-Gin,Action
1425720,Human Constructor VR,"Human Constructor VR is a virtual reality application designed for detailed study of the human structure and individual organs, bones, and muscles. This application contains only the anatomy of the male human body.",₹ 219,"11 Oct, 2020",Exxit,Exxit,Simulation
1425730,Gal*Gun Returns,The infamous ecchi rail-shooter is back! Fight back with pheromones as girls throw themselves at you and try to find true love in less than a day! Discover a beautifully reimagined version of the first game of the series that never came to the west!,"₹ 3,577","12 Feb, 2021","INTI CREATES CO., LTD.",PQube,"Action, Adventure"
1425760,Pulling No Punches,A classic 2D arcade action game animated frame by frame. Survive a fictional pandemic in a city filled with madness and denial.,₹ 349,"10 Aug, 2022",BrainDead Broccoli,BrainDead Broccoli,"Action, Indie"
1425770,再苟一步 One More Step,"This is a game that integrates roguelike, adventure, auto chess, turn-based, strategy, and more.（这是一款集roguelike、探险、自走棋、回合制、策略等内容于一体的游戏。不同的角色、技能及装备间的配合可以组合成各种神奇的玩法。）",₹ 199,"6 Nov, 2020",01 Games, AplusGames,"Adventure, Casual, Indie, Strategy, Early Access"
1425780,Fishkeeper,"Become a professional aquarist! Look after your aquarium by giving fish food, good conditions and nice company. Multiply and sell the best specimens at auctions. Take care of the fish and they will repay you with a beautiful appearance that you can admire while cruising in a bathyscaphe!",N/A,Coming soon,Blinkclick Games,Blinkclick Games,"Casual, Indie, Simulation, Strategy"
1425790,刺沙,《刺沙》是一款还原传奇单职业特色的游戏。游戏中主角色战士，带领宠物征战玛法大陆。野外地图BOSS，副本BOSS，各种精英BOSS等你去挑战。野外战斗，激情PK，炫酷觉醒，各种玩法带你领略传奇不一样的体验！,N/A,"23 Oct, 2020",刺沙,刺沙,"Casual, Free To Play, Massively Multiplayer, RPG"
1425820,"Warhammer 40,000: Gladius - Craftworld Aeldari",The Craftworld Aeldari are ready to conquer Gladius with 19 new units and new unique gameplay mechanics.,₹ 690,"12 Nov, 2020",Proxy Studios,Slitherine Ltd.,Strategy
1425830,Halley's Dream,Halley's Dream is a beautiful third-person adventure game about a husky dog that woke up in a beautiful fantasy world where almost every other animal is turned into stone. The protagonist will need to find out who did it and how to revert the curse.,₹ 349,"14 Jul, 2022",XMT Game,XMT Game,"Adventure, Casual, Indie"
1425860,The Tower Of TigerQiuQiu Raid On Sea,"About Raid On Sea Fly a helicopter to raid a base on an enemy island. Use machine guns to destroy enemy radars, aircraft, tanks, Bombs to blow up enemy houses, And return to the aircraft carrier if supplies are needed.",₹ 155,"17 Sep, 2020",TigerQiuQiu,TigerQiuQiu,"Action, Casual, Indie"
1425920,Crazy Engineer,"Build your own chain reaction machine without limitations, with various objects and as big as you want it to be.",₹ 52,"3 Dec, 2020",MaGames,MaGames,"Action, Casual, Indie, Simulation, Strategy"
1425950,Mimir Studio,"Mimir Studio overlays your games with translated text. Using Optical Character Recognition (OCR), Mimir Studio automatically recognizes untranslated text, translates it, and then overlays it seamlessly onto your game in your desired language.",N/A,,Handholding Inc,Handholding Inc,"Indie, Utilities, Game Development"
1425990,From Day To Day,The game &quot;From Day To Day&quot; is a psychological thriller in the first person. You bought a seemingly ordinary abandoned house to start life with a clean slate after the tragic events in your family.,N/A,To be announced,EMIKA_GAMES,EMIKA_GAMES,"Adventure, Indie"
1426010,STASIS: BONE TOTEM,"Get ready for a thrilling underwater adventure with classic point-and-click gameplay. Explore with three characters simultaneously. Featuring atmospheric isometric graphics, rendered video, and a soundtrack by Mark Morgan, BONE TOTEM takes you on a journey to hidden places deep below the waves...",₹ 440,"31 May, 2023",THE BROTHERHOOD,THE BROTHERHOOD,"Adventure, Indie"
1426050,Fractured Online,"Define your own destiny in this dynamic, open-world sandbox MMORPG. Explore vast fantasy worlds, fight monsters and other players in dynamic PvE and PvP battles, gather resources, set up a trade empire, grow your virtual home to a major city or conquer others. Chose your own way!",₹ 690,"24 Jul, 2024",Dynamight Studios,Dynamight Studios,"Action, Massively Multiplayer, RPG"
1426060,久宿 Permanent Sleep,"Permanent sleep is a roleplaying detective adventure game. Players will play the role of detective Kylin and police Jonas, and investigate the mysterious serial murders as well.",N/A,Coming soon,轨道旅馆,轨道旅馆,"Adventure, Indie, RPG"
1426090,My Yandere Sister loves me too much!,"Forget your friends, your job, your responsibilities, just let your big sister take care of you!!",₹ 599,"16 Oct, 2020",Norn,Cherry Kiss Games,Casual
1426100,BoingBoingOuch,"This is the story of a man with a thirst to never be fulfilled to get all of the eggs, the Easter Bunny has. But to say the least the Easter Bunny isn't happy.",₹ 125,"9 May, 2022",Michael Nassey,mobpig,Indie
1426110,Love n Dream: Virtual Happiness,《Love n Dream: Virtual Happiness》is a card-based puzzle game with RPG components. Your job is to lead different girls to advance their adventure levels in a Virtual Reality Game.,₹ 155,"19 Dec, 2020",Secret Labo,Secret Labo,"Casual, Indie"
1426120,Re:DESTINY,"This is a game that combines match-3 with light RPG elements, a GALGAME style of presentation with beautiful character. The story is strongly inspired by Japan mythology background and characters.",₹ 200,"19 Nov, 2021",D-Ark Studio,Secret Labo,"Adventure, Casual, Indie, RPG"
1426130,MAYOR MADNESS,A crazy modern tower defence strategy game,₹ 349,"22 Oct, 2020",Sola Games,Sola Games,"Action, Adventure, Casual, Strategy"
1426160,The Den of Worms,"The Den of Worms is an open world exploration game where you must enter the Astral Plane on an esoteric quest to save your dreams from being eaten. On your way you will grow plants, hatch worm eggs, restore the life to towns, battle monsters, and uncover secrets.",₹ 349,"15 Oct, 2020",Scream In To Void,Scream In To Void,"Adventure, Indie, RPG"
1426190,Bloody Horde,"Bloody Horde is a Co-op Survival Horror TPS set in multiple environments. You and your friends are dropped into these locations with a simple mission: Survive endless waves of hostile zombies and other undead creatures! Search for weapons, grab ammo drops, and stay alive!",₹ 299,"9 Oct, 2020",TC Games,TC Games,"Action, Indie, Early Access"
1426210,It Takes Two,Embark on the craziest journey of your life in It Takes Two. Invite a friend to join for free with Friend’s Pass and work together across a huge variety of gleefully disruptive gameplay challenges. Winner of GAME OF THE YEAR at the Game Awards 2021.,"₹ 2,199","25 Mar, 2021",Hazelight Studios,Electronic Arts,"Action, Adventure"
1426230,It's Not About The End,"It's Not About the End is a short story inspired by David Wehle's game Home is Where One Starts. While recalling good memories of your childhood, explore the map in search of parts for the car that was left by a loved one for you.",₹ 199,"9 Nov, 2020",Matheus Estevão,Matheus Estevão,"Adventure, Indie"
1426280,Hello Puppets! VR,"Go on a horror-comedy adventure that turns your hand into a living, talking puppet named Scout. Years ago, a bad Sesame Street knock-off called “Mortimer’s Handeemen” was canceled and forgotten, but the puppets from the show have come to life. They’re pure evil and they have plans for you.",₹ 529,"22 Oct, 2020",Otherworld Interactive,Otherworld Interactive,Adventure
1426300,The Binding of Isaac: Repentance,"The Binding of Isaac: Repentance is the ultimate version of Binding of Isaac, featuring all content from the Rebirth, Afterbirth and Afterbirth+ expansions, plus hundreds of new features and improvements. The ultimate edition of the genre-defining roguelike!",N/A,"31 Mar, 2021","Nicalis, Inc.","Nicalis, Inc.","Action, Adventure, RPG"
1426310,Dee-6: Dice Defenders,"Dee-6: Dice Defenders is a game about survival in space travel, about the fight against internal and external threats, about the distribution of the power of the dice-team and, of course, about luck!",₹ 199,"31 Mar, 2021",KBA3u's factory,KBA3u's factory,"Indie, Simulation, Strategy"
1426330,Mega Veg Man,"Put your platforming skills to the test in Mega Veg Man! Travel world by world through this action platformer and save the land of veggies from the reign of a greater evil. Soar through the air on trampolines, bonk enemies, and avoid launching yourself into hazards in this chaotic world of food.",₹ 199,"5 Oct, 2020",Bug Bounty Games,Bug Bounty Games,"Action, Adventure"
1426340,Super Dream-Weaver,"A minimalistic retro RPG with auto-battle in mind; Battle, Craft, and build the character of your dreams!",₹ 250,"25 Mar, 2023",RetroSocks,RetroSocks,"Casual, Indie, RPG"
1426350,The Depths: Prehistoric Survival,"The Depths is a Semi-realistic Prehistoric Survival MMO game, where the player can become a prehistoric creature of their choice from different environments such as swamps, oceans or plains. The Depths will heavily focus on aquatic creatures and their interactions with other creatures in their environment.",N/A,Coming soon,Cigaras Studio,Cigaras Studio,"Adventure, Massively Multiplayer, Simulation, Strategy"
1426370,Cat Attack,"JRPG similar to Final Fantasy/Lufia with an overworld and a variety of dungeons. Many party members with unique skills/abilities. Not early access, but will be updated in the future based on user input and other information.",₹ 52,"5 Oct, 2023",CoolSoft,CoolSoft,"Indie, RPG"
1426400,Beat 'Em Up,Beat 'Em Up - game is a complete package of boxing and karate. The whole game is designed in a story mode that you will Have to fight against the gangsters of city by applying your boxing kung Fu skills. This kung Fu game is advanced type of fighting games. Beat 'Em Up is in wait for you.,₹ 200,"6 Oct, 2020",Glitch Studio,Glitch Studio,Action
1426440,MICROVOLTS: Recharged,Microvolts Recharged is a quirky lobby-based third-person shooter with a unique toy theme. The game features a fun character cast and freely swappable 7 weapon types. Battle it out across dozens of large well-designed maps and frag your enemies!,N/A,"8 Sep, 2023",Masangsoft,Masangsoft,"Action, Casual, Free To Play"
1426480,Fate of Kai,"Fate of Kai is a new kind of adventure. Explore different storylines, solve complex puzzles, travel through time and manipulate characters ideas to help Kai reach the castle. The game is set in a magical illustrated book, which you will have to master to reach the end of the story.",₹ 259,"19 Mar, 2021",TRYLIGHT GAME STUDIO,TheGamePublisher.com,"Adventure, Casual, Indie"
1426500,Reboot,"In the fall of 2050, nearly a decade after an AI crisis ended, the Bates and two others are trying to find their last hope, Ocean City. The shortage of supplies and the threat of zombies have already made things difficult for them, and the appearance of a band of bandits has added to their woes.",₹ 46,"4 Nov, 2020",Plug,Plug,Indie
1426530,Sid Classic,"Sid! Powerful souls were born here as beautiful women or boys. Then, they protect the Time and Space engine here. You can see a school fantasy that transcends time and space in a parallel world.",N/A,"18 Feb, 2021",Singta inc.,Singta inc.,"Adventure, Casual, RPG, Simulation, Strategy"
1426540,Angry Cat,Angry Cat will immerse you in a fun and rewarding adventure. Show all your skill and coordination in this action-packed game. Can you lead the kittens to victory? 😻,₹ 160,"26 Aug, 2022",515 Games,515 Games,"Action, Casual"
1426570,Space Station 51,"You are a member of Space Station 51. When you wake up, you find that a zombie virus has broken out on the space station. You need to follow the command of the station master and take a series of actions.",₹ 52,"30 Nov, 2021",YZ,YZ,"Adventure, Indie, RPG"
1426580,Situation Normal,Step into a world of chaos and mayhem in this unique shoot-'em-up tight platformer and follow our stumbling clumsy secret agent in his freefall into a mysterious underground world. Uncover the sinister plans of Dr. Hibbles. And save the world. A game from a father and his son.,N/A,To be announced,ia97lies,ia97lies,"Action, Adventure, Indie"
1426640,Nekoview-LAST SAGA,"Bard Ironi’s song, Tree rings reflect history.",₹ 199,"28 Dec, 2020",古白|antiquewhite,021Workshop,"Design & Illustration, Utilities, Web Publishing"
1426700,Devil May Cry 5 Vergil's Rebirth Sound Selection,"&quot;I am the storm that is approaching!&quot;You've sliced and diced through Red Grave City as Dante's twin brother and long-time rival, Vergil, and now you can revel in the auditory glory of his music!",₹ 649,"13 Apr, 2021","CAPCOM CO., LTD.","CAPCOM CO., LTD.",
1426710,Devil May Cry HR/HM Arrange,"Led by lead composer Tetsuya Shibata, the Devil May Cry composers have returned with all-new hard rock and heavy metal arrangements of favorite tracks from the franchise.","₹ 1,499","15 Dec, 2020","CAPCOM CO., LTD.","CAPCOM CO., LTD.",
